Unnamed: 0,ID,Price,Levy,Manufacturer,Model,Prod_year,Category,Leather_interior,Fuel_type,Engine_volume,Turbo,Mileage,Cylinders,Gear_box_type,Drive_wheels,Doors,Wheel,Color,Airbags
13894,45794491,18817,779,TOYOTA,CAMRY,2013,Sedan,Yes,LPG,2.5,,200000,4,Tiptronic,Front,4-5,Left wheel,White,6
13895,45792685,19444,585,TOYOTA,PRIUS,2013,Hatchback,No,Hybrid,1.8,,137265,4,Automatic,Front,4-5,Left wheel,Blue,0
13896,45810246,26296,640,CHEVROLET,MALIBU,2013,Sedan,Yes,Petrol,2.0,,76631,4,Automatic,Front,4-5,Left wheel,Black,4
13897,45776693,39201,0,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.0,Turbo,222222,6,Tiptronic,Rear,4-5,Left wheel,Grey,16
13898,45739182,7527,574,HONDA,INSIGHT,2010,Sedan,No,Hybrid,1.3,,140000,4,Variator,Front,4-5,Left wheel,Grey,8
13899,41477733,25,0,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,,168000,4,Automatic,Front,4-5,Right-hand drive,White,4
13900,45688762,21012,0,TOYOTA,CAMRY,2011,Sedan,No,Petrol,2.5,,154000,4,Tiptronic,Front,4-5,Left wheel,Red,8
13901,45815748,78403,0,MERCEDES-BENZ,GLC 300,2018,Sedan,Yes,Petrol,2.0,Turbo,25000,6,Tiptronic,Rear,4-5,Left wheel,Black,12
13902,45803170,10349,891,HYUNDAI,SONATA,2016,Sedan,Yes,LPG,2.0,,384607,4,Automatic,Front,4-5,Left wheel,Orange,4
13903,45525725,19757,0,KIA,OPTIMA,2014,Sedan,No,Hybrid,2.4,,0,4,Tiptronic,Front,4-5,Left wheel,Blue,12
13904,45782526,12544,0,OPEL,ASTRA,2008,Hatchback,No,Diesel,1.7,Turbo,200000,4,Manual,Front,4-5,Left wheel,Black,8
13905,45153935,8000,1111,TOYOTA,VITZ,2012,Hatchback,No,Petrol,1.3,,105000,3,Variator,Front-Rear,4-5,Right-hand drive,White,2
13906,45789132,9408,1515,MERCEDES-BENZ,C 230,2005,Sedan,Yes,Petrol,1.8,,195200,4,Automatic,Rear,4-5,Left wheel,Blue,8
13907,45798365,7213,0,HONDA,FIT,2006,Sedan,No,Petrol,1.3,,280900,4,Tiptronic,Front,4-5,Right-hand drive,Black,2
13908,45789700,17249,0,MERCEDES-BENZ,ML 55 AMG,2002,Jeep,Yes,Petrol,5.5,,24968,8,Tiptronic,Front-Rear,4-5,Left wheel,Silver,12
13909,45387881,28225,0,TOYOTA,HIGHLANDER LIMITED,2010,Jeep,Yes,Hybrid,3.3,,317096,6,Automatic,Front-Rear,4-5,Left wheel,Black,0
13910,45641991,706,394,TOYOTA,CAMRY,2014,Sedan,Yes,Hybrid,2.5,,115312,4,Automatic,Front,4-5,Left wheel,Grey,12
13911,45816392,706,751,HYUNDAI,SONATA,2013,Sedan,Yes,Petrol,2.4,,48226,4,Automatic,Front,4-5,Left wheel,Red,12
13912,45814293,10192,0,BMW,325,2004,Coupe,Yes,Petrol,2.5,,142000,6,Manual,Rear,2-3,Left wheel,Black,6
13913,45790966,26657,765,BMW,528,2015,Sedan,Yes,Petrol,2.0,,116691,4,Automatic,Front-Rear,4-5,Left wheel,Black,0
13914,45813738,12701,917,BMW,535,2013,Sedan,Yes,Hybrid,3.0,,195941,6,Automatic,Rear,4-5,Left wheel,Black,12
13915,45780338,17562,0,FORD,ESCAPE,2007,Jeep,No,Hybrid,2.3,,170000,4,Automatic,Front-Rear,4-5,Left wheel,Sky blue,12
13916,45792206,14737,640,KIA,OPTIMA,2013,Sedan,Yes,Petrol,2.0,,42563,4,Automatic,Front,4-5,Left wheel,Black,4
13917,45261516,15053,891,MAZDA,MAZDA 3,2016,Sedan,No,Petrol,2.0,,70194,4,Automatic,Front,4-5,Left wheel,Black,8
13918,45491634,67690,1053,TOYOTA,HIGHLANDER,2014,Jeep,Yes,Petrol,3.5,,115000,6,Tiptronic,Front-Rear,4-5,Left wheel,White,12
13919,45803259,10036,639,HYUNDAI,SONATA,2014,Sedan,Yes,LPG,2.0,,735970,4,Automatic,Front,4-5,Left wheel,Silver,4
13920,45770337,32302,1604,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,5.5,,101424,8,Automatic,Front-Rear,4-5,Left wheel,Grey,12
13921,45813015,6272,0,HONDA,CIVIC,2003,Sedan,No,Petrol,1.5,,2400,6,Automatic,Front,4-5,Right-hand drive,Grey,4
13922,45807361,42965,1356,MERCEDES-BENZ,GL 450,2014,Jeep,Yes,Petrol,4.6,,201634,8,Automatic,Front-Rear,4-5,Left wheel,Silver,12
13923,45787239,11604,0,MERCEDES-BENZ,GL 500,2005,Sedan,Yes,Petrol,5.0,,0,8,Tiptronic,Rear,4-5,Left wheel,Black,8
13924,45776994,17249,584,HYUNDAI,ELANTRA,2014,Sedan,No,Petrol,1.8,,133502,4,Automatic,Front,4-5,Left wheel,Blue,0
13925,45768696,9408,1325,MAZDA,1000,2019,Sedan,Yes,Petrol,2.5,,498,4,Automatic,Front,4-5,Left wheel,White,12
13926,43590808,10976,1266,HONDA,FIT GP-6,2014,Hatchback,No,Hybrid,1.5,,128000,4,Automatic,Front-Rear,4-5,Right-hand drive,Silver,4
13927,45811804,11917,0,SKODA,OCTAVIA,2009,Hatchback,No,Petrol,1.6,,21900,6,Manual,Front,4-5,Left wheel,Silver,4
13928,45453144,19757,0,SKODA,OCTAVIA SCOUT,2011,Universal,No,Petrol,1.8,Turbo,200000,4,Manual,Front-Rear,4-5,Left wheel,Silver,12
13929,45815378,34497,0,NISSAN,QUEST,2013,Minivan,Yes,CNG,3.5,,45000,6,Automatic,Front,5,Left wheel,White,12
13930,45795977,23521,0,JEEP,COMPASS,2011,Jeep,No,LPG,2.4,,104000,4,Automatic,Front-Rear,4-5,Left wheel,Grey,10
13931,45802280,47217,1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,,39071,4,Automatic,Front,4-5,Left wheel,Silver,4
13932,45787841,18817,0,BMW,530 525I,2006,Sedan,Yes,Petrol,3.0,,190000,6,Automatic,Rear,4-5,Left wheel,Black,12
13933,45804765,10036,0,BMW,320,2000,Sedan,No,Petrol,2.2,,200000,6,Tiptronic,Rear,4-5,Left wheel,Silver,6
13934,44501306,12544,586,CHEVROLET,SONIC,2012,Hatchback,No,Petrol,1.8,,130000,4,Manual,Front,4-5,Left wheel,Orange,10
13935,45648128,3450,831,HYUNDAI,SONATA,2011,Sedan,Yes,Hybrid,2.4,,224349,4,Automatic,Front,4-5,Left wheel,Grey,0
13936,43662303,16900,1141,HONDA,ELEMENT,2009,Universal,No,Petrol,2.4,,150000,4,Automatic,Front-Rear,4-5,Left wheel,Silver,8
13937,45804445,3763,0,MERCEDES-BENZ,200,1998,Universal,No,Petrol,2.0,,200000,4,Manual,Rear,4-5,Left wheel,Black,2
13938,45769928,42337,1079,TOYOTA,CHR,2018,Jeep,No,Petrol,2.0,,9280,4,Automatic,Front,4-5,Left wheel,Black,8
13939,44901268,12544,779,VOLKSWAGEN,JETTA SPORT,2013,Sedan,Yes,Petrol,2.5,,178000,4,Tiptronic,Front,4-5,Left wheel,Silver,10
13940,45635123,2666,431,FORD,FUSION,2016,Sedan,Yes,Hybrid,2.0,,194974,4,Automatic,Front,4-5,Left wheel,Black,0
13941,45157592,70562,0,PORSCHE,911,2002,Coupe,Yes,Petrol,3.6,,74000,6,Manual,Rear,2-3,Left wheel,White,4
13942,45642822,3136,781,TOYOTA,CAMRY,2012,Sedan,Yes,Hybrid,2.5,,159379,4,Automatic,Front,4-5,Left wheel,White,12
13943,45797226,36899,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,,90132,4,Automatic,Front,4-5,Left wheel,Silver,4
13944,45802872,47217,765,HYUNDAI,SANTA FE,2015,Jeep,Yes,Diesel,2.0,,110000,4,Automatic,Front,4-5,Left wheel,Grey,4
13945,45729808,27356,528,HYUNDAI,ELANTRA,2014,Sedan,Yes,Diesel,1.6,,90000,4,Automatic,Front,4-5,Left wheel,Black,4
13946,45815485,3293,891,LEXUS,RC F,2016,Coupe,Yes,Petrol,2.0,,66776,4,Automatic,Rear,2-3,Left wheel,White,12
13947,45762998,157,915,AUDI,A7,2014,Hatchback,Yes,Petrol,3.0,,401128,6,Automatic,Front-Rear,4-5,Left wheel,Grey,0
13948,45808999,14831,382,TOYOTA,AQUA,2017,Hatchback,Yes,Hybrid,1.5,,154629,4,Automatic,Front,4-5,Left wheel,White,4
13949,45510462,15053,779,VOLKSWAGEN,PASSAT,2013,Sedan,Yes,Petrol,2.5,,80000,4,Tiptronic,Front,4-5,Left wheel,Blue,8
13950,45809473,15988,447,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.3,,88830,4,Automatic,Front,4-5,Left wheel,Black,4
13951,45805259,12544,0,BMW,320,2003,Sedan,No,Petrol,2.0,,134000,4,Tiptronic,Rear,4-5,Left wheel,Red,6
13952,45730172,44134,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2.0,,47897,4,Automatic,Front,4-5,Left wheel,Black,4
13953,45801374,17562,779,VOLKSWAGEN,JETTA,2013,Sedan,Yes,Petrol,2.5,,105800,5,Tiptronic,Front,4-5,Left wheel,White,8
13954,45809052,119009,1342,FORD,F150,2017,Sedan,Yes,Petrol,2.7,,22519,4,Automatic,Front,4-5,Left wheel,White,4
13955,45770328,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,,229904,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
13956,45806364,5959,0,OPEL,ASTRA,2000,Coupe,Yes,Petrol,2.0,,1600,4,Manual,Front,2-3,Left wheel,Grey,4
13957,45676998,21012,0,TOYOTA,CAMRY SPORT,2012,Sedan,No,Petrol,2.5,,12000,4,Tiptronic,Front,4-5,Left wheel,Black,8
13958,43123893,26030,0,CHEVROLET,VOLT,2014,Sedan,Yes,Plug-in Hybrid,1.4,,93000,4,Automatic,Front,4-5,Left wheel,White,10
13959,45767493,3058,915,AUDI,A7,2014,Hatchback,Yes,Petrol,3.0,,140507,6,Automatic,Front-Rear,4-5,Left wheel,Silver,0
13960,45647942,11760,915,AUDI,Q5,2014,Sedan,Yes,Diesel,3.0,,66661,6,Automatic,Front-Rear,4-5,Left wheel,Grey,0
13961,44132007,45,0,TOYOTA,PRIUS,2012,Hatchback,No,Hybrid,1.8,,100000,4,Automatic,Front,4-5,Left wheel,White,12
13962,45804643,28225,934,TOYOTA,RAV 4,2015,Jeep,Yes,Petrol,2.5,,89786,4,Automatic,Front-Rear,4-5,Left wheel,Silver,0
13963,45796833,7527,0,MERCEDES-BENZ,C 200,1996,Sedan,No,Petrol,2.0,,150000,4,Manual,Rear,4-5,Left wheel,Blue,2
13964,45814390,10000,1268,HONDA,INSIGHT,2012,Hatchback,No,Hybrid,1.5,,102000,4,Automatic,Front,4-5,Right-hand drive,Silver,8
13965,45801345,9408,0,NISSAN,X-TERRA,2000,Jeep,No,CNG,3.3,,150000,6,Automatic,Front-Rear,4-5,Left wheel,Silver,4
13966,45813058,941,642,VOLKSWAGEN,JETTA,2012,Sedan,Yes,Diesel,2.0,,141438,4,Automatic,Front,4-5,Left wheel,Black,12
13967,45792289,7997,0,NISSAN,NOTE,2007,Hatchback,No,Petrol,1.5,,142000,4,Automatic,Rear,4-5,Right-hand drive,Black,4
13968,45729757,27654,528,HYUNDAI,ELANTRA,2014,Sedan,Yes,Petrol,1.6,,86000,4,Automatic,Front,4-5,Left wheel,White,4
13969,45812698,1568,781,CHEVROLET,CRUZE,2018,Sedan,Yes,Petrol,1.4,,95219,4,Automatic,Front,4-5,Left wheel,Black,12
13970,45337661,77148,0,MERCEDES-BENZ,GLA 200,2017,Jeep,No,Petrol,2.0,,9000,4,Automatic,Front-Rear,4-5,Left wheel,White,6
13971,45792184,4861,891,MAZDA,1300,2016,Sedan,Yes,Petrol,2.0,,125165,4,Automatic,Front,4-5,Left wheel,Red,12
13972,45787150,9095,1529,BMW,318,1995,Coupe,Yes,Petrol,1.8,,61000,4,Manual,Rear,2-3,Left wheel,Black,2
13973,45800758,64290,3965,FORD,MUSTANG,1965,Coupe,Yes,Petrol,4.7,Turbo,1142,8,Automatic,Rear,2-3,Left wheel,Red,12
13974,45770279,11604,521,FIAT,500,2011,Coupe,Yes,Petrol,1.4,,152848,4,Manual,Front,2-3,Left wheel,Blue,6
13975,45809136,30906,503,TOYOTA,AQUA,2012,Hatchback,Yes,Petrol,1.5,,41620,4,Automatic,Front,4-5,Left wheel,Yellow,4
13976,45452876,21012,0,TOYOTA,RAV 4,2012,Jeep,No,Diesel,2.2,Turbo,285000,4,Manual,Front,4-5,Left wheel,White,6
13977,45765259,40,0,TOYOTA,LAND CRUISER PRADO,2008,Jeep,Yes,LPG,4.7,,150000,8,Automatic,Front-Rear,4-5,Left wheel,Grey,0
13978,45804830,9722,702,CHEVROLET,AVEO,2009,Hatchback,No,Petrol,1.4,,99500,4,Manual,Front,4-5,Left wheel,Black,8
13979,45801754,29166,0,MERCEDES-BENZ,E 220,2009,Sedan,Yes,Diesel,2.2,,198000,4,Automatic,Rear,4-5,Left wheel,Black,8
13980,45802256,36968,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,,139905,4,Automatic,Front,4-5,Left wheel,Silver,4
13981,45814817,6586,1055,TOYOTA,HIGHLANDER,2013,Jeep,Yes,Petrol,3.5,,214480,6,Automatic,Front,4-5,Left wheel,White,12
13982,45779087,16935,0,HONDA,INSIGHT,2011,Sedan,Yes,Hybrid,1.3,,155000,4,Variator,Front,4-5,Left wheel,Red,8
13983,45714758,34497,0,LEXUS,IS 350 C,2011,Cabriolet,Yes,Petrol,3.5,,144000,6,Tiptronic,Rear,2-3,Left wheel,Black,8
13984,45776482,65858,0,TOYOTA,AVALON,2017,Sedan,Yes,Hybrid,2.5,,36800,4,Tiptronic,Front,4-5,Left wheel,Black,12
13985,45810398,21395,629,CHEVROLET,ORLANDO,2015,Jeep,Yes,Diesel,1.6,,138541,4,Automatic,Front,4-5,Left wheel,Silver,4
13986,45793463,7213,1282,CHEVROLET,CAPTIVA,2007,Jeep,Yes,Diesel,2.0,,71294,4,Automatic,Front,4-5,Left wheel,White,4
13987,44309251,13172,0,MERCEDES-BENZ,B 200 TURBO,2006,Hatchback,Yes,Petrol,2.0,Turbo,161000,4,Variator,Front,4-5,Left wheel,Silver,8
13988,45776065,19130,0,FORD,FIESTA,2018,Hatchback,No,Petrol,1.6,,12800,4,Automatic,Front,4-5,Left wheel,Blue,4
13989,45590039,9722,761,TOYOTA,PRIUS,2010,Sedan,No,Hybrid,1.8,,260000,4,Automatic,Front,4-5,Left wheel,Silver,6
13990,45809807,13987,640,CHEVROLET,CRUZE,2013,Sedan,Yes,Diesel,2.0,,184124,4,Automatic,Front,4-5,Left wheel,Black,4
13991,45814019,26657,0,TOYOTA,RAV 4,2012,Jeep,No,Petrol,2.5,,198400,4,Automatic,Front-Rear,4-5,Left wheel,Green,10
13992,45732915,7840,707,HYUNDAI,SONATA,2011,Sedan,Yes,LPG,2.0,,75507,4,Automatic,Front,4-5,Left wheel,Silver,4
13993,45811602,862,1360,MERCEDES-BENZ,GL 450,2013,Jeep,Yes,Petrol,4.6,,119635,8,Automatic,Front-Rear,4-5,Left wheel,Silver,12
13994,44240685,11604,0,MITSUBISHI,PAJERO,1997,Jeep,No,Petrol,3.5,,120000,4,Tiptronic,Front-Rear,2-3,Right-hand drive,Silver,2
13995,45764114,6115,0,MERCEDES-BENZ,CLK 200 KOMPRESOR,1999,Sedan,Yes,Petrol,2.0,,254000,4,Manual,Rear,4-5,Left wheel,Silver,6
13996,45764464,627,1750,TOYOTA,HIGHLANDER,2008,Sedan,Yes,Hybrid,3.3,,277405,6,Automatic,Front-Rear,4-5,Left wheel,Grey,12
13997,45792590,38574,0,BMW,M5,2006,Sedan,Yes,Petrol,5.0,,70000,10,Tiptronic,Rear,4-5,Left wheel,Black,12
13998,45806444,9565,978,TOYOTA,COROLLA,2019,Sedan,Yes,Petrol,1.8,,6032,4,Automatic,Front,4-5,Left wheel,Blue,12
13999,45609673,68994,0,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.0,Turbo,123000,6,Tiptronic,Front-Rear,4-5,Left wheel,Black,12
14000,45803208,19914,431,HYUNDAI,SONATA,2016,Sedan,Yes,Hybrid,2.0,,251768,4,Automatic,Front,4-5,Left wheel,White,4
14001,45753701,8467,0,HONDA,CIVIC,2004,Hatchback,No,LPG,1.7,,150000,4,Variator,Front,4-5,Right-hand drive,Golden,4
14002,45773208,627,562,CHEVROLET,CRUZE,2015,Sedan,Yes,Petrol,1.4,,0,4,Automatic,Front,4-5,Left wheel,Silver,12
14003,45640812,18817,609,TOYOTA,CAMRY,2018,Sedan,Yes,Hybrid,2.5,,35058,4,Automatic,Front,4-5,Left wheel,White,12
14004,45654685,1333,155,VOLKSWAGEN,PASSAT,2015,Sedan,Yes,Diesel,0.2,,88531,4,Automatic,Front,4-5,Left wheel,Red,12
14005,45793497,3600,0,RENAULT,MEGANE 5,2001,Sedan,No,Petrol,1.4,,212000,4,Manual,Front,4-5,Left wheel,Silver,6
14006,45802523,41917,694,HYUNDAI,SANTA FE,2014,Jeep,Yes,Diesel,2.2,,188679,4,Automatic,Front,4-5,Left wheel,White,4
14007,45707464,22894,781,TOYOTA,CAMRY XLE,2012,Sedan,Yes,Hybrid,2.5,,169600,4,Automatic,Front,4-5,Left wheel,Black,12
14008,45814862,10036,0,NISSAN,SERENA,2003,Minivan,No,LPG,2.0,,125745,4,Automatic,Front,4-5,Right-hand drive,White,4
14009,43164853,4500,0,FORD,MONDEO,1998,Goods wagon,No,Diesel,1.8,,123654,4,Manual,Front,4-5,Left wheel,Green,0
14010,45797211,21442,707,HYUNDAI,GENESIS,2011,Coupe,Yes,Petrol,2.0,,134000,4,Automatic,Front,4-5,Left wheel,Black,4
14011,45764939,862,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,,263190,8,Automatic,Front-Rear,4-5,Left wheel,White,0
14012,45410118,90947,0,TOYOTA,LAND CRUISER PRADO,2017,Jeep,No,Diesel,3.0,,33000,6,Tiptronic,Front-Rear,4-5,Left wheel,Grey,12
14013,45783751,31361,639,KIA,OPTIMA,2014,Sedan,Yes,Petrol,2.0,,86000,4,Automatic,Front,4-5,Left wheel,White,12
14014,45617827,1725,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,,132630,6,Automatic,Rear,4-5,Left wheel,Silver,12
14015,45295332,26657,394,TOYOTA,CAMRY,2014,Sedan,Yes,Hybrid,2.5,,85000,4,Tiptronic,Front,4-5,Left wheel,White,12
14016,45727133,24029,640,SSANGYONG,KORANDO,2013,Jeep,Yes,Diesel,2.0,,115701,4,Automatic,Front,4-5,Left wheel,Orange,4
14017,45816565,17876,1211,MERCEDES-BENZ,C 300 SPORT,2010,Sedan,Yes,Petrol,3.0,,11000,6,Tiptronic,Front-Rear,4-5,Left wheel,White,12
14018,45803095,37564,765,HYUNDAI,SANTA FE,2015,Jeep,Yes,Diesel,2.0,,150000,4,Automatic,Front,4-5,Left wheel,Blue,4
14019,45741948,30734,585,MERCEDES-BENZ,C 250,2013,Sedan,Yes,Petrol,1.8,,120000,4,Tiptronic,Rear,4-5,Left wheel,White,12
14020,45682228,16778,1024,TOYOTA,CAMRY,2010,Sedan,No,Petrol,2.5,,224000,8,Tiptronic,Front,4-5,Left wheel,White,12
14021,45808987,8355,761,DAEWOO,LACETTI,2010,Sedan,Yes,Petrol,1.8,,182198,4,Automatic,Front,4-5,Left wheel,Grey,4
14022,45770276,11290,0,HONDA,STEP WAGON,2005,Minivan,No,LPG,2.0,,162000,4,Automatic,Front-Rear,5,Right-hand drive,Beige,2
14023,45629940,3763,640,FORD,FUSION,2013,Sedan,Yes,Hybrid,2.0,,320554,4,Automatic,Front,4-5,Left wheel,White,0
14024,45792457,8154,640,KIA,OPTIMA,2013,Sedan,Yes,Petrol,2.0,,56129,4,Automatic,Front,4-5,Left wheel,White,4
14025,45801178,9377,0,MERCEDES-BENZ,C 200,2001,Sedan,No,Petrol,2.0,,210000,4,Manual,Front,4-5,Left wheel,Blue,0
14026,44460793,7683,0,MERCEDES-BENZ,ML 320,1998,Jeep,Yes,CNG,3.2,,196137,6,Tiptronic,Front-Rear,4-5,Left wheel,Green,5
14027,45803384,13172,891,HYUNDAI,SONATA,2016,Sedan,Yes,LPG,2.0,,450383,4,Automatic,Front,4-5,Left wheel,Orange,4
14028,45787519,2822,0,BMW,520,1990,Sedan,No,Petrol,2.0,,111111,6,Manual,Rear,4-5,Left wheel,Green,2
14029,45803995,21169,639,HYUNDAI,TUCSON,2014,Jeep,Yes,Diesel,2.0,,38955,4,Automatic,Front,4-5,Left wheel,Silver,4
14030,45803276,10036,639,HYUNDAI,SONATA,2014,Sedan,Yes,LPG,2.0,,353049,4,Automatic,Front,4-5,Left wheel,Silver,4
14031,45770060,9722,0,MERCEDES-BENZ,E 320,2001,Sedan,Yes,Petrol,3.2,,218000,6,Tiptronic,Rear,4-5,Left wheel,Black,8
14032,45654357,1882,382,HYUNDAI,SONATA,2014,Sedan,Yes,Hybrid,2.4,,247835,4,Automatic,Front,4-5,Left wheel,Black,0
14033,45792166,3293,1273,TOYOTA,AVALON,2015,Sedan,Yes,Petrol,3.5,,237178,6,Automatic,Front,4-5,Left wheel,Blue,12
14034,45765001,549,1234,MAZDA,CX-9,2011,Sedan,Yes,Petrol,3.7,,134157,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
14035,45653782,314,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,,382746,6,Automatic,Front-Rear,4-5,Left wheel,Silver,12
14036,45808782,14113,0,TOYOTA,PRIUS,2008,Sedan,No,Petrol,1.5,,142400,4,Automatic,Front,4-5,Left wheel,Blue,8
14037,45810086,60897,690,HONDA,CIVIC,2016,Sedan,Yes,Petrol,1.5,,25439,4,Automatic,Front,4-5,Left wheel,Grey,4
14038,45656631,784,448,HONDA,INSIGHT,2012,Hatchback,Yes,Hybrid,1.3,,321269,4,Automatic,Front,4-5,Left wheel,Red,0
14039,45759510,18817,586,TOYOTA,PRIUS,2012,Sedan,No,Hybrid,1.8,,60000,4,Variator,Front,4-5,Left wheel,Black,0
14040,45803709,23129,639,HYUNDAI,TUCSON,2014,Jeep,Yes,Diesel,2.0,,191826,4,Automatic,Front,4-5,Left wheel,Silver,4
14041,45732784,14279,891,HYUNDAI,SONATA,2016,Sedan,Yes,LPG,2.0,,37898,4,Automatic,Front,4-5,Left wheel,Silver,4
14042,45797130,14454,583,HYUNDAI,ELANTRA,2011,Sedan,Yes,Petrol,1.6,,127500,4,Automatic,Front,4-5,Left wheel,White,4
14043,44937817,17249,0,NISSAN,PATHFINDER,2005,Jeep,No,Petrol,4.0,,272000,8,Tiptronic,Front-Rear,4-5,Left wheel,White,8
14044,45811568,15053,0,MERCEDES-BENZ,C 280,2006,Sedan,Yes,Petrol,3.0,,135000,6,Tiptronic,Front-Rear,4-5,Left wheel,Black,10
14045,45766571,314,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,,132630,6,Automatic,Rear,4-5,Left wheel,Silver,12
14046,45733333,9722,765,HYUNDAI,SONATA,2015,Sedan,Yes,LPG,2.0,,386257,4,Automatic,Front,4-5,Left wheel,Orange,4
14047,45785569,5645,0,VOLKSWAGEN,JETTA,2000,Sedan,Yes,Petrol,2.0,,129600,4,Automatic,Front,4-5,Left wheel,Black,4
14048,45784566,22580,475,CHEVROLET,VOLT,2012,Sedan,Yes,Plug-in Hybrid,1.4,,140000,4,Automatic,Front,4-5,Left wheel,Carnelian red,12
14049,45803304,14279,891,HYUNDAI,SONATA,2016,Sedan,Yes,LPG,2.0,,37898,4,Automatic,Front,4-5,Left wheel,Silver,4
14050,45808915,29489,831,CHEVROLET,AVEO,2017,Sedan,Yes,Petrol,1.6,,47504,4,Automatic,Front,4-5,Left wheel,White,4
14051,45809775,57507,1017,HONDA,CIVIC,2017,Coupe,Yes,Petrol,2.0,,16352,4,Automatic,Front,4-5,Left wheel,Silver,4
14052,45727061,25512,639,SSANGYONG,KORANDO,2014,Jeep,Yes,Diesel,2.0,,134368,4,Automatic,Front,4-5,Left wheel,Black,4
14053,45504346,14113,475,CHEVROLET,CRUZE,2012,Sedan,No,Petrol,1.4,,100280,4,Tiptronic,Front,4-5,Left wheel,White,8
14054,45801317,37633,402,KIA,NIRO,2017,Jeep,No,Hybrid,1.6,Turbo,65000,4,Automatic,Front-Rear,4-5,Left wheel,White,12
14055,45768643,48610,0,MERCEDES-BENZ,SPRINTER,2008,Microbus,Yes,Diesel,2.2,Turbo,300000,4,Tiptronic,Rear,4-5,Left wheel,White,6
14056,45769297,470,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,,69918,8,Automatic,Front-Rear,4-5,Left wheel,White,0
14057,45730681,22894,779,TOYOTA,AVALON,2013,Sedan,Yes,Hybrid,2.5,,320899,4,Automatic,Front,4-5,Left wheel,Silver,12
14058,45777866,8154,0,OPEL,ZAFIRA,1999,Minivan,No,Petrol,1.8,,240000,4,Manual,Front,4-5,Left wheel,Silver,4
14059,45806936,5645,0,MAZDA,DEMIO,2005,Sedan,No,Petrol,1.3,,169000,4,Automatic,Front-Rear,4-5,Right-hand drive,Beige,4
14060,45653537,470,1018,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.0,,275862,6,Automatic,Front-Rear,4-5,Left wheel,Silver,12
14061,45488997,25000,0,TOYOTA,4RUNNER,2006,Jeep,No,CNG,4.0,,155000,6,Automatic,Front-Rear,4-5,Left wheel,Black,10
14062,45768862,188,831,HYUNDAI,SONATA,2011,Sedan,Yes,Petrol,2.4,,233938,4,Automatic,Front,4-5,Left wheel,Black,12
14063,45792901,13799,0,TOYOTA,PRIUS,2008,Hatchback,No,Hybrid,1.5,,150000,4,Automatic,Front,4-5,Left wheel,Grey,8
14064,45471355,11604,761,TOYOTA,PRIUS,2010,Hatchback,Yes,Hybrid,1.8,,155126,4,Automatic,Front,4-5,Left wheel,Golden,8
14065,45793537,3763,0,VOLKSWAGEN,GOLF,1996,Sedan,No,Petrol,2.0,,0,4,Manual,Front,4-5,Left wheel,Silver,0
14066,45656580,941,308,TOYOTA,PRIUS,2014,Hatchback,Yes,Hybrid,1.8,,270410,4,Automatic,Front,4-5,Left wheel,White,12
14067,45762374,10192,1869,BUICK,ENCLAVE,2019,Sedan,Yes,Petrol,3.6,,25706,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
14068,45263264,30420,0,VOLKSWAGEN,TIGUAN,2013,Jeep,No,Petrol,2.0,Turbo,74000,4,Automatic,Front-Rear,4-5,Left wheel,Black,12
14069,45730918,16756,836,HYUNDAI,GENESIS,2010,Coupe,Yes,Petrol,2.0,,191263,4,Automatic,Front,4-5,Left wheel,White,4
14070,45766622,706,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,,205968,6,Automatic,Front-Rear,4-5,Left wheel,White,12
14071,45668860,11290,586,LEXUS,CT 200H,2012,Hatchback,Yes,Hybrid,1.8,,146000,4,Automatic,Front,4-5,Left wheel,White,12
14072,45782184,12231,586,LEXUS,CT 200H,2012,Hatchback,Yes,Hybrid,1.8,Turbo,136194,4,Tiptronic,Front,4-5,Left wheel,Silver,12
14073,45785137,9722,0,AUDI,A4,2003,Coupe,No,Diesel,2.0,Turbo,260000,4,Manual,Front,2-3,Left wheel,Silver,4
