Value,MakeModel
0.08409693552176686,FIAT-500C
0.08935991675897023,MERCEDES-BENZ-R 320
0.023920618937334274,ACURA-MDX
0.008892457959923472,FORD-KA
0.07514852482126674,BMW-128 M TECH
0.08653911992749974,BUICK-ENCORE
0.04388614775282784,RENAULT-MEGANE
0.039885207934749776,HONDA-FIT HYBRYD
0.05199207867619911,MERCEDES-BENZ-CL 550
0.13672674789380057,BMW-X3 3.5I
0.12199063538415063,MERCEDES-BENZ-E 350 AMG
0.03263182626791528,MERCEDES-BENZ-C 220 CDI
0.08935991675897023,BMW-550 F10
0.05830564226496157,FORD-FOCUS ST
0.07462155539891921,TOYOTA-CAMRY SPORTI
0.015325747658846037,INFINITI-G20
0.046717349713019836,CHEVROLET-SONIC
0.05602658342563689,BMW-545
0.05119994629610983,INFINITI-FX35
0.49988420098680897,MERCEDES-BENZ-GLS 450
0.03345081059309234,BMW-X5 4.4I
0.028305306615647972,BMW-320 2.2
0.006598865505320042,RENAULT-MEGANE 19
0.04220692780183264,MERCEDES-BENZ-S 320
0.05567415164635988,CHEVROLET-CRUZE LS
0.09846064511798074,TOYOTA-CAMRY HYBRID
0.0819924143255127,MERCEDES-BENZ-E 350 4 MATIC AMG PACKAG
0.05251904809854664,BMW-645 CI
0.019271875944013694,CADILLAC-CTS
0.09323247071459739,TOYOTA-CAMRY LE
0.25514886047058033,TOYOTA-FORTUNER
0.10514886047058034,LEXUS-CT 200H F SPORT
0.024623233645487196,FORD-MAVERICK
0.02760379955022992,BMW-225
0.03672674789380056,FORD-S-MAX
0.03146376665659719,BMW-525 I
0.08409693552176686,MERCEDES-BENZ-GL 320 BLUETEC
0.0429127647433961,AUDI-100
0.15778202933575,NISSAN-QUEST 2016
0.09269291444298997,LEXUS-RC F
0.08409693552176686,BMW-320 2.0
0.09988587923337697,BMW-328 DIZEL
0.05567415164635988,SUBARU-IMPREZA G4
0.0346222266975464,HONDA-FIT FIT
0.0017285939650253416,AUDI-RS7
0.05738596314570537,VOLKSWAGEN-PASSAT SE
0.039885207934749776,SCION-IA ISTI
0.03778068673849562,HYUNDAI-ELANTRA GLS   LIMITED
0.030413184305038095,BMW-320 320
0.0704125130064109,KIA-OPTIMA X
0.015674822944987076,GAZ-3796
0.041484576914040214,MERCEDES-BENZ-C 320
0.04286913033262847,VOLKSWAGEN-TOURAN
0.010928741650723325,OPEL-OMEGA B
0.022710032557983418,OPEL-CORSA CORSA
0.027765750344040545,OPEL-VECTRA C
0.09279696573020509,MERCEDES-BENZ-E 220 CDI
0.09334407411136844,MERCEDES-BENZ-GL 350
0.02199174302688551,MAZDA-DEMIO 12
0.1735709730473601,HYUNDAI-TUCSON TURBO
0.08093847548081765,BMW-535 COMFORT-SPORT
0.039885207934749776,FIAT-500 46 ML
0.02450350753532709,TOYOTA-WISH
0.03751384553418588,TOYOTA-VITZ RS
0.05462356929480079,FIAT-500 LOUNGE
0.04752206894236901,VOLVO-XC90
0.012516362904037862,HYUNDAI-IONIQ
0.03778068673849562,BMW-525 525
0.0008928271741684288,CHEVROLET-TRAILBLAZER
0.07154029470009733,KIA-OPTIMA HYBRID
0.1472527103682073,MERCEDES-BENZ-G 320
0.048645655019635484,SUBARU-CROSSTREK
0.20778035108918202,MERCEDES-BENZ-CLS 63 AMG
0.13988520793474976,MERCEDES-BENZ-R 350 BLUETEC
0.041989729131003926,CHEVROLET-CRUZE SONIC
0.01620179236733461,CHEVROLET-NUBIRA
0.050233276272950024,MAZDA-AXELA
0.0688332829859363,BMW-X5 3.0
0.00146343100728359,TOYOTA-CENTURY
0.008762695935286812,VOLKSWAGEN-SCIROCCO
0.03672674789380056,BMW-745 I
0.027291645688584568,AUDI-A3
0.5893599167589703,BENTLEY-MULSANNE
0.006815929916423321,CADILLAC-SRX
0.08607055348571813,JEEP-RENEGADE
0.030348068338200248,DODGE-CARAVAN
0.03146376665659719,GONOW-GONOW
0.014624240593427986,MERCEDES-BENZ-S 350 LONGIA
0.025849461282851677,TOYOTA-FUN CARGO
0.060937132883563255,CHEVROLET-CRUZE L T
0.059753969053133286,FORD-C-MAX SEL
0.017014063706239722,UAZ-31514
0.07935924546034304,SUZUKI-VITARA
0.030094317457120802,TOYOTA-AQUA G KLAS
0.02620078541939382,BMW-735
0.003044339274326184,MERCURY-COUGAR
0.0717812909072601,FORD-FUSION SE
0.02841607088913503,BMW-116
0.14198972913100394,BMW-328 SULEV
0.08988688618131777,KIA-SORENTO SX
0.2886201456718021,BMW-M5
0.07721948108616118,TOYOTA-4RUNNER
0.02356929480079213,RENAULT-KANGOO
0.0230423253784446,SUZUKI-AERIO SX
0.051465109253851574,MERCEDES-BENZ-C 230 2.5
0.06409559292451247,TOYOTA-HIGHLANDER 2.4 LIT
0.011710804551404693,OPEL-OMEGA
0.02778169368643641,SUZUKI-CERVO
0.08409693552176686,MERCEDES-BENZ-SPRINTER MAXI-  MAX
0.08093847548081765,HYUNDAI-SONATA LPG
0.04725606686134327,SUZUKI-KIZASHI SPORTI
0.001992078676199107,FORD-B-MAX
0.034677608834289934,MITSUBISHI-MONTERO SPORT
0.1262007854193938,BMW-X1 28XDRIVE
0.06311932333098379,CHEVROLET-MALIBU LT
0.12093780418219045,BMW-X5 RESTILLING
0.024096264223139662,FORD-FOCUS FOKUSI
0.03129342462994663,SKODA-FABIA
0.055150538717148326,BMW-335 335I
0.0830429966770718,LEXUS-RX 400 RESTAILING
0.06444356056791864,SCION-TC
0.008307320511529553,DODGE-INTREPID
0.10514886047058034,INFINITI-EX37
0.006598865505320042,ZAZ-969 968M
0.06830799181015675,MAZDA-CX-5 TOURING
0.021464773604537978,HONDA-EDIX
0.1262007854193938,MERCEDES-BENZ-ML 350 BLUETEC
0.00022152854697412143,HYUNDAI-IX35 2.0
0.06304501057295338,BMW-750 4.8
0.06620011412076662,HYUNDAI-VELOSTER R-SPEC
0.09392139093075555,HYUNDAI-AZERA
0.012304903836471655,VAZ-2107 07
0.10199040042963112,FORD-TRANSIT CUSTOM
0.020937804182190448,VOLVO-960
0.02620078541939382,HONDA-ELYSION 3.0
0.045148189171953144,OPEL-ZAFIRA B
0.04357063739804652,TOYOTA-PRIUS 1.5I
0.009955358641291578,ROVER-200
0.05778202933575001,MERCEDES-BENZ-ML 270 CDI
0.02620078541939382,HONDA-CIVIC FERIO
0.009558184808512067,MITSUBISHI-CARISMA
0.039028463061793035,VOLVO-S60
0.0598823549155842,VOLKSWAGEN-JETTA TDI
0.07146645185110596,KIA-OPTIMA ECO
0.018833282985936294,UAZ-PATRIOT
0.030413184305038095,MERCEDES-BENZ-C 200 KOMPRESSOR
0.06304501057295338,BMW-X5 REST
0.028305306615647972,SUZUKI-ESCUDO
0.027517369851978654,MAZDA-VERISA
0.08356996609941933,NISSAN-KICKS
0.05988544288926929,CADILLAC-ATS
0.03567616554224146,TOYOTA-MARK X
0.18174906857315476,SUZUKI-VITARA GL
0.08935991675897023,BMW-X1 X-DRIVE
0.05462356929480079,FORD-FOCUS FLEXFUEL
0.04225489208874568,TOYOTA-AQUA G
0.03251770550129225,SUZUKI-SWIFT SPORT
0.04725438861477528,JEEP-PATRIOT
0.019887221830631355,SEAT-LEON
0.05251904809854664,MERCEDES-BENZ-300
0.09883361863524989,RENAULT-DUSTER
0.1262007854193938,AUDI-Q7 SPORT
0.029886214882690564,FORD-TRANSIT CONNECT PRASTOI
0.02620078541939382,MAZDA-VERISA 2007
0.0830429966770718,TOYOTA-CAMRY SPORT SE
0.8525156916054106,MERCEDES-BENZ-GLE 400 A M G
0.13225422079011848,TOYOTA-HIGHLANDER LIMITED
0.060937132883563255,JEEP-GRAND CHEROKEE LAREDO
0.0346222266975464,MERCEDES-BENZ-E 270 CDI
0.05567415164635988,BMW-X5 3.0I
0.00559191756452858,TOYOTA-COROLLA SPACIO
0.09251837679991945,TOYOTA-CAMRY XV50
0.03672674789380056,BMW-3.25E 48
0.12526432383445776,PORSCHE-911 MEQANIKA
0.08093847548081765,BMW-645
0.15848242875843319,JAGUAR-F-PACE
0.01777934414124123,GAZ-24
0.06435907763568624,FORD-TRANSIT T330
0.07006118886986877,FORD-ESCAPE SE
0.03146376665659719,BMW-3.20E 38
0.03672674789380056,OPEL-COMBO TDI
0.03778068673849562,MERCEDES-BENZ-E 50
0.05250562212600275,TOYOTA-AQUA HIBRID
0.02199063538415064,TOYOTA-CELICA
0.05041117040915651,MERCEDES-BENZ-ML 350 3.7
0.3672540529654617,PORSCHE-MACAN
0.012649514986741852,FIAT-PANDA
0.05261413754908871,KIA-NIRO
0.03672674789380056,NISSAN-X-TRAIL GT
0.01620179236733461,MERCEDES-BENZ-C 400
0.20514886047058034,BMW-535 DIESEL
0.08093847548081765,TOYOTA-RAV 4 SPORT
0.03418477494713523,HONDA-CR-Z
0.04725606686134327,CHEVROLET-MALIBU ECO
0.028305306615647972,SUBARU-FORESTER STB
0.04628882623435035,CHRYSLER-300
0.08356996609941933,FORD-ECOSPORT SE
0.03199073607894472,HONDA-FIT PREMIYM
0.028832276037995503,SUBARU-LEGACY BL5
0.0020692780183264527,CHEVROLET-HHR
0.08093847548081765,TOYOTA-PRIUS TSS LIMITED
0.02620078541939382,MINI-COOPER R50
0.07988453663612258,CITROEN-C8
0.020937804182190448,HONDA-CR-V CR-V
0.2046218910482328,CHEVROLET-SUBURBAN
0.07356090356795221,AUDI-A3 4X4
0.01777934414124123,NISSAN-100 NX
0.03357164434598731,TOYOTA-VITZ I.LL
0.008612761386902965,VOLKSWAGEN-T3
0.13672674789380057,TOYOTA-RAV 4 XLE
0.399885879233377,MERCEDES-BENZ-230 W153
0.00827711207330581,VOLKSWAGEN-GOLF 2
0.12093780418219045,MERCEDES-BENZ-GLK 300
0.04093914677944484,LANCIA-MUSA
0.011142449568690631,VOLKSWAGEN-GOLF 3
0.041989729131003926,VOLKSWAGEN-1500.1600 SCHTUFENHECK
0.007605813446111503,FORD-COUGAR
0.05251904809854664,MERCEDES-BENZ-E 420
0.04409649917765918,MERCEDES-BENZ-270
0.060937132883563255,MERCEDES-BENZ-C 250 LUXURY
0.028305306615647972,VOLKSWAGEN-PASSAT SPORT
0.05191152284093579,MERCEDES-BENZ-E 320 4 4
0.44198972913100393,MERCEDES-BENZ-GLC 300 GLC COUPE
0.00827711207330581,DAIHATSU-FEROZA
0.003982479105830229,MOSKVICH-2140
0.057768234148961164,VOLKSWAGEN-JETTA SE
0.05953522639546203,FIAT-500L
0.06023673346088008,MASERATI-GHIBLI
0.0704125130064109,FORD-C-MAX C-MAX
0.0988319403886819,BMW-X1 4X4
0.1252592890947538,BMW-530 GT
0.108373611250965,MERCEDES-BENZ-G 550
0.05462356929480079,TOYOTA-LAND CRUISER PRADO RX
0.03782576444131172,MERCEDES-BENZ-GLK 350
0.34198972913100395,FERRARI-456
0.02620078541939382,BMW-325 I
0.012061893733427314,MERCEDES-BENZ-190
0.08725539556271607,MERCEDES-BENZ-C 300 4MATIC
0.035149196119893936,PEUGEOT-207
0.04093914677944484,BMW-I3
0.04830664921290236,HONDA-FIT RS MODELI
0.09620212801664821,MERCEDES-BENZ-C 250 1.8
0.028926257845802706,TOYOTA-PRIUS C 2013
0.029884536636122578,CITROEN-C4
0.1004128486557245,NISSAN-KICKS SR
0.03672674789380056,DODGE-CALIBER SXT
0.14848229449870776,JAGUAR-E-PACE
0.028347262779847615,JAGUAR-X-TYPE
0.0230423253784446,NISSAN-CEFIRO
0.011633605209277347,DAIHATSU-MIRA
0.07357097304736011,AUDI-A6  6
0.049885879233376965,FORD-C-MAX PREMIUM
0.011130131238881617,OPEL-TIGRA
0.04519853656899272,MERCEDES-BENZ-A 140 140
0.029359245460343034,BMW-328 DRIFT CAR
0.07409794246970765,SUBARU-FORESTER XT
0.10725338166683449,LEXUS-GX 470 470
0.009357902863088645,NISSAN-MARCH 231212
0.14462121974960562,MERCEDES-BENZ-E 400
0.024096264223139662,CHEVROLET-CRUZE CRUZE
0.09466317591380526,BMW-328 I
0.08409693552176686,MERCEDES-BENZ-ML 350 4MATIC
0.008307320511529553,VOLKSWAGEN-EOS
0.00827711207330581,OPEL-ASTRA TD
0.10698989695566073,HYUNDAI-TUCSON LIMITED
0.006979827476252811,GAZ-3110
0.22093948242875844,MERCEDES-BENZ-GL 350 BLUETEC
0.7262007854193938,MERCEDES-BENZ-G 65 AMG G63 AMG
0.02620078541939382,SUZUKI-IGNIS
0.07883395428456348,CHEVROLET-CAMARO LS
0.10199040042963112,TOYOTA-COROLLA ECO
0.015997046286040345,CADILLAC-CATERA
0.08620145671802101,PORSCHE-CAYMAN
0.02199174302688551,NISSAN-TIIDA 15 M
0.09146443795522438,MERCEDES-BENZ-E 350 4 MATIC
0.24725271036820728,BMW-630
0.053430906588796026,HUMMER-H3
0.014667875004195616,VOLKSWAGEN-GOLF GTI
0.05321944752122982,DODGE-DART
0.024096264223139662,MAZDA-DEMIO MAZDA2
0.04374628268385191,BMW-745
0.008312925855066627,DODGE-NEON
0.03146376665659719,AUDI-A4 B6
0.02620078541939382,OPEL-ASTRA GE
0.1104118417077837,SKODA-OCTAVIA SCOUT
0.10830732051152955,LEXUS-IS 300
0.0003893532037726983,MERCEDES-BENZ-SPRINTER VIP CLASS
0.05356963045010573,AUDI-A6 UNIVERSAL
0.056201121068707414,MERCURY-MARINER
0.07146645185110596,FORD-MUSTANG CABRIO
0.04725606686134327,MERCEDES-BENZ-CLK 280
0.03989527741415769,HONDA-FIT RS
0.035149196119893936,FIAT-500 S
0.35777867284261405,BMW-530 G30
0.02356929480079213,MITSUBISHI-ECLIPSE
0.019887221830631355,DAIHATSU-MOVE
0.011130131238881617,CITROEN-C5
0.020149028295237136,BMW-3.18E 38
0.036203134964589,MERCEDES-BENZ-C 230 KOMPRESOR
0.025499278353975766,NISSAN-VANETTE
0.10830732051152955,AUDI-Q5 PRESTIGE
0.023112811734300003,SAAB-9-3
0.020410834759842917,VOLKSWAGEN-JETTA 2.0
0.02620078541939382,GAZ-322173
0.11304333232638539,TOYOTA-HIACE
0.0346222266975464,MERCEDES-BENZ-S 430
0.05988655053200416,LAND ROVER-DISCOVERY LR3
0.05778202933575001,MERCEDES-BENZ-CITAN
0.030413184305038095,MITSUBISHI-COLTPLUS PLUS
0.12093780418219045,VOLKSWAGEN-PASSAT RLAINI
0.020937804182190448,SUZUKI-ALTO LAPIN
0.07742906051757124,NISSAN-QUEST
0.07146645185110596,MINI-COUNTRYMAN S TURBO
0.046113751552378075,CHEVROLET-SILVERADO
0.20514886047058034,TOYOTA-4RUNNER LIMITED
0.08409693552176686,TOYOTA-PRIUS V HYBRID
0.19935890981102944,TOYOTA-RAV 4 LIMITED
0.07830698486221596,CHEVROLET-MALIBU HYBRID
0.021639311247608498,MERCEDES-BENZ-CLK 230
0.016668344913234653,MERCEDES-BENZ-B 220
0.039885207934749776,MERCEDES-BENZ-E 320 4MATIC
0.0003893532037726983,MERCEDES-BENZ-S 55 5.5
0.020410834759842917,LEXUS-GS 300
0.05356963045010573,TOYOTA-CAMRY SEL
0.0017285939650253416,MERCEDES-BENZ-GLE 450
0.05251904809854664,HYUNDAI-ELANTRA 2014
0.014097271171080455,BMW-520 I
0.03672674789380056,TOYOTA-BELTA
0.0230423253784446,MERCEDES-BENZ-CLK 200 200
0.06830799181015675,FORD-TRANSIT TOURNEO
0.04883361863524989,CHEVROLET-TRAX
0.043307152686872755,FORD-C-MAX SE
0.025150203067834727,MAZDA-DEMIO SPORT
0.0819924143255127,LEXUS-IS 250 TURBO
0.04304366797569899,MERCEDES-BENZ-280
0.1262007854193938,MAZDA-CX-3
0.03567616554224146,BMW-525    M
0.0819924143255127,CHEVROLET-VOLT FULL PACKET
0.04519853656899272,HONDA-FRED HIBRIDI
0.07251703420266506,SUBARU-FORESTER 4X4
0.07883395428456348,NISSAN-JUKE NISMO RS
0.03883462558319068,MERCEDES-BENZ-E 270 4
0.06083475984291612,VOLKSWAGEN-PHAETON
0.013983150404457422,MAZDA-MILLENIA
0.036203134964589,MITSUBISHI-LANCER GT
0.10514886047058034,MERCEDES-BENZ-250
0.04409760682039405,TOYOTA-PRIUS 9
0.07357097304736011,MERCEDES-BENZ-ML 320 CDI
0.141979659651596,AUDI-A6 QUATTRO
0.052517369851978656,BMW-730
0.021703084617191958,BMW-318 M
0.00146343100728359,LINCOLN-CONTINENTAL
0.02356929480079213,NISSAN-MARCH RAFEET
0.02620078541939382,MERCEDES-BENZ-E 200 W210
0.0025173698519786528,NISSAN-ARMADA
0.08339542845634881,NISSAN-JUKE NISMO
0.5446228979961736,LAND ROVER-RANGE ROVER VOGUE
0.0504128486557245,HYUNDAI-LANTRA
0.15251569160541067,BMW-X3 SDRIVE
0.060937132883563255,HONDA-FIT RS MUGEN
0.014097271171080455,VOLVO-C70
0.05778202933575001,INFINITI-JX35
0.05251904809854664,SUBARU-FORESTER CROSSSPORT
0.1104118417077837,MERCEDES-BENZ-GL 350 BLUTEC
0.0346222266975464,SUZUKI-XL7 LIMITED
0.2893599167589702,MERCEDES-BENZ-GL 450 3.0
0.07251703420266506,SUBARU-OUTBACK LIMITED
0.009955358641291578,AUDI-A4 B5
0.10199040042963112,BMW-X5 JAPAN
0.0003893532037726983,HONDA-CRX
0.02725472426408888,MERCEDES-BENZ-C 250 A.M.G
0.07146645185110596,VOLVO-XC90 3.2 AWD
0.16304501057295337,MERCEDES-BENZ-S 400
0.03672674789380056,MAZDA-RX-8
0.08620145671802101,BMW-535 535
0.11883328298593629,BMW-550 M PACKET
0.3472527103682073,BMW-640 M
0.05251904809854664,FORD-TRANSIT 100LD
0.0012284764877655825,OPEL-CROSSLAND X
0.03883462558319068,SUBARU-FORESTER CROSS SPORT
0.013180948544960226,MITSUBISHI-CHARIOT
0.021088846373309166,TOYOTA-GRAND HIACE
0.013570301748732925,VOLKSWAGEN-PASSAT PASAT
0.0009398180780720303,MOSKVICH-401
0.04567515859430067,MERCEDES-BENZ-C 250 AMG
0.024052629812372033,NISSAN-GLORIA
0.04725606686134327,MERCEDES-BENZ-C 180 KOMP
0.08725539556271607,TOYOTA-YARIS RS
0.10725338166683449,FERRARI-F50
0.05357130869667372,MERCEDES-BENZ-CL 500
0.34198972913100395,JAGUAR-E-PACE P200
0.019887221830631355,MERCEDES-BENZ-240
0.06304501057295338,BMW-118
0.07672943308830933,KIA-SPORTAGE SX
0.04093914677944484,NISSAN-X-TRAIL NISSAN X TRAIL R
0.23146376665659718,JEEP-WRANGLER ARB
0.35777867284261405,PORSCHE-PANAMERA 4
0.01625213976437418,TOYOTA-PRIUS PRIUS
0.015674822944987076,OPEL-ASTRA SUZUKI MR WAGON
0.06304501057295338,MITSUBISHI-PAJERO MONTERO
0.14198972913100394,LAND ROVER-RANGE ROVER EVOQUE 2.0
0.05851777263115497,HYUNDAI-SONATA LIMITED
0.999885879233377,MERCEDES-BENZ-AMG GT S
0.019360252408283825,VOLVO-S80
0.09514919611989393,HYUNDAI-TUCSON SE
0.08409693552176686,MERCEDES-BENZ-SPRINTER 313CDI
0.13672674789380057,TOYOTA-CAMRY XLEI
0.09907696438760782,RENAULT-CAPTUR QM3 SAMSUNG
0.07567549424361428,CHRYSLER-300 LIMITED
0.04725606686134327,VOLKSWAGEN-PASSAT 2.0 TFSI
0.021464773604537978,AUDI-RS6
0.05286812338468768,VOLKSWAGEN-JETTA SPORT
0.08935991675897023,HYUNDAI-SONATA 2.4L
0.030413184305038095,NISSAN-LATIO
0.06620011412076662,VOLKSWAGEN-CC SPORT
0.01672876178968214,MITSUBISHI-PAJERO 2.5DIEZEL
0.05557010035914477,MERCEDES-BENZ-ML 350 370
0.007270164132514349,PEUGEOT-406
0.05251904809854664,TOYOTA-PRIUS 11
0.037253717316148086,NISSAN-370Z
0.14409760682039405,FORD-EXPLORER TURBO JAPAN
0.06869398852079348,FORD-FUSION BYBRID
0.05251904809854664,VAZ-VESTA
0.019887221830631355,VOLKSWAGEN-LUPO IAPONURI
0.06778102238780921,BMW-118 2.0
0.008948410700500117,VOLKSWAGEN-TRANSPORTER
0.025150203067834727,MERCEDES-BENZ-C 180 2.0
0.0005571778605712751,TOYOTA-LAND CRUISER 105
0.014624240593427986,VOLKSWAGEN-GOLF 1.8
0.03251770550129225,NISSAN-X-TRAIL NISMO
0.04407689725774511,HONDA-STEP WAGON
0.0946228979961736,HYUNDAI-LANTRA LIMITED
0.009619709327694424,OPEL-FRONTERA
0.1104118417077837,TOYOTA-LAND CRUISER 100
0.07761890376934179,HYUNDAI-VELOSTER TURBO
0.07146645185110596,MERCEDES-BENZ-E 320 BLUETEC
0.051465109253851574,SUZUKI-SJ 413 SAMURAI
0.09461282851676568,MERCEDES-BENZ-VITO 115 CDI
0.06830799181015675,VOLKSWAGEN-ROUTAN SEL
0.05567415164635988,GAZ-21 3.0
0.039885207934749776,JEEP-GRAND CHEROKEE SPECIAL E
0.09041385560366529,BMW-335 D
0.06665548954452387,MERCEDES-BENZ-220
0.05251904809854664,MERCEDES-BENZ-ML 350 ML350
0.008307320511529553,SUBARU-R2
0.07883395428456348,NISSAN-PATHFINDER SE
0.0346222266975464,TOYOTA-MATRIX XR
0.0004850132581478871,ROLLS-ROYCE-PHANTOM
0.029534890746148425,NISSAN-PRESAGE
0.04041385560366529,INFINITI-FX45
0.1819924143255127,TOYOTA-RAV 4 SE
0.04014869264592354,MAZDA-MAZDA 2
0.04409760682039405,HONDA-EDIX FR-V
0.041989729131003926,ALFA ROMEO-159
0.10513879099117242,BMW-535 XI
0.04357063739804652,TOYOTA-PRIUS PLUG-IN
0.1556741516463599,TOYOTA-RAV 4 DIZEL
0.1472527103682073,LEXUS-IS-F
0.02672775484174135,OPEL-ASTRA J
0.012304903836471655,SEAT-IBIZA
0.5051488604705804,LAND ROVER-RANGE ROVER VELAR
0.07251703420266506,INFINITI-EX35
0.035149196119893936,MERCEDES-BENZ-A 200
0.07567549424361428,TOYOTA-PRIUS PERSONNA
0.04725606686134327,AUDI-S3
0.3262007854193938,MERCEDES-BENZ-CLS 450 CLS 400
0.0588326116873091,FORD-FUSION 2015
0.0704125130064109,KIA-SPORTAGE EX
0.17093948242875842,BMW-640
0.01725573121202967,OPEL-OMEGA C
0.06514953176920753,KIA-OPTIMA EX
0.08374561138522472,NISSAN-NAVARA
0.25567582989292786,MERCEDES-BENZ-G 63 AMG
0.020937804182190448,SUBARU-LEGACY OUTBACK
0.0346222266975464,HONDA-FIT MODULO
0.06304501057295338,ALFA ROMEO-GIULIETTA
0.18409693552176687,LEXUS-GS 450
0.008612761386902965,MAZDA-626
0.1340902225354949,LEXUS-RX 450 HYBRID
0.020937804182190448,OPEL-ASTRA CNG
0.10514886047058034,BMW-X5 4.8IS
0.00827711207330581,ROVER-216
0.08409693552176686,MERCEDES-BENZ-ML 350 SPORT
0.005927566878125734,ROVER-416
0.03251770550129225,TOYOTA-NOAH
0.06514953176920753,MAZDA-MAZDA 6 GRAND TOURING
0.120060651830967,BMW-X4
0.17567549424361428,TOYOTA-LAND CRUISER 11
0.08672842614036855,KIA-SORENTO EX
0.11357030174873292,TOYOTA-CAMRY SPORT PAKET
0.010411841707783708,MERCEDES-BENZ-SLK 32 AMG
0.03883462558319068,MERCEDES-BENZ-C 32 AMG
0.020937804182190448,UAZ-31514 UAZ
0.02620078541939382,CITROEN-BERLINGO
0.008226764676266237,VOLVO-S70
0.05988655053200416,FORD-FUSION HIBRID
0.0008928271741684288,MERCEDES-BENZ-S 550 LONG
0.17672943308830932,LEXUS-GX 470 SUV 4D  4.7L V8 S
0.06514953176920753,MERCEDES-BENZ-SPRINTER 316
0.029359245460343034,BMW-525 TDI
0.23146376665659718,LEXUS-RC F F SPORT
0.05041117040915651,HONDA-FIT GP-5
0.10830732051152955,BMW-X5 M PACKET
0.03672674789380056,RENAULT-KANGOO WAGGON
0.03304299667707179,SUBARU-LEGACY B4
0.06304501057295338,MERCEDES-BENZ-SPRINTER 314
0.09988587923337697,MERCEDES-BENZ-CLS 350 JAPAN
0.027780015439868425,PEUGEOT-307
0.08093847548081765,FIAT-500X
0.1672540529654617,HYUNDAI-SANTA FE LONG
0.025150203067834727,CHEVROLET-SONIC LT
0.10514886047058034,HYUNDAI-H1 GRANDSTAREX
0.1577686033632061,KIA-SPORTAGE PRESTIGE
0.0504128486557245,INFINITI-QX56
0.020937804182190448,NISSAN-SKYLINE 4WD
0.012640553150068809,MAZDA-PROTEGE
0.0230423253784446,TOYOTA-WILL CHYPA
0.03778068673849562,MERCEDES-BENZ-C 320 AMG
0.011633605209277347,VOLVO-S40
0.0946228979961736,DODGE-RAM 1500
0.004249320310139966,VOLKSWAGEN-T3 0000
0.06304501057295338,SKODA-SUPERB
0.3462021280166482,PORSCHE-MACAN S
0.04883361863524989,RENAULT-MEGANE 1.9CDI
0.056023226932500926,MERCEDES-BENZ-E 220 W210...CDI
0.03146376665659719,MERCEDES-BENZ-S 600
0.049360588057597424,CHEVROLET-CORVETTE
0.04357063739804652,MERCEDES-BENZ-GLK 250
0.15778202933575,MERCEDES-BENZ-SPRINTER 316 CDI
0.16435404289598227,BMW-420
0.0946228979961736,MITSUBISHI-OUTLANDER XL
0.04777967979055483,"HONDA-FIT ""S""- PAKETI."
0.07462155539891921,SSANGYONG-REXTON SUPER
0.010411841707783708,FORD-FIESTA SE
0.07356090356795221,HYUNDAI-H1 GRAND STAREX
0.06830799181015675,MERCEDES-BENZ-ML 63 AMG
0.050495082737555805,PORSCHE-CAYENNE S
0.029359245460343034,NISSAN-TIIDA LATIO
0.04725606686134327,HONDA-CR-V LX
0.1472527103682073,JEEP-WRANGLER SPORT
0.055150538717148326,MERCEDES-BENZ-ML 55 AMG
0.0,TOYOTA-SAI
0.0946228979961736,FIAT-500X LOUNGE
0.08409693552176686,BMW-M550
0.04725606686134327,FORD-EXPLORER XLT
0.08379820763266539,NISSAN-QASHQAI ADVANCE CVT
0.046202128016648206,HYUNDAI-ACCENT SE
0.02620078541939382,GAZ-21
0.0946228979961736,BMW-535 I XDRIVE
0.06830799181015675,MINI-COUNTRYMAN SPORT
0.08548205954418822,MERCEDES-BENZ-SPRINTER 313
0.023273923404826636,BMW-323
0.15672809049105493,LEXUS-ES 300 HYBRID
0.02301379518678884,MAZDA-TRIBUTE
0.07251703420266506,KIA-OPTIMA SXL
0.05462356929480079,DODGE-CARAVAN TRADESMAN
0.010411841707783708,NISSAN-ALMERA
0.07357097304736011,HONDA-FIT EX
0.09461282851676568,MERCEDES-BENZ-C 43 AMG
0.0704125130064109,BMW-128
0.02203873393078911,PONTIAC-G6
0.05251904809854664,MERCURY-MARINER HYBRID
0.11567482294498707,MERCEDES-BENZ-VITO LONG115
0.03672674789380056,TOYOTA-VOXY 2003
0.05041117040915651,BMW-Z4
0.0819924143255127,MERCEDES-BENZ-VITO 113
0.020937804182190448,MERCEDES-BENZ-A 170 CDI
0.03969724431913537,TOYOTA-RACTIS
0.046202128016648206,SATURN-VUE
0.045148189171953144,BMW-530 M
0.020937804182190448,MITSUBISHI-PAJERO MINI 2008
0.07146645185110596,MERCEDES-BENZ-E 280 3.0
0.09199140737757192,MITSUBISHI-ECLIPSE ES
0.06935857416171584,FORD-FUSION 1.6
0.06830799181015675,FORD-TRANSIT FORD
0.03672674789380056,VOLKSWAGEN-PASSAT B7
0.013570301748732925,VOLKSWAGEN-LUPO
0.07883395428456348,INFINITI-M37
0.02725472426408888,KIA-CARENS
0.08935991675897023,MASERATI-QUATTROPORTE
0.0704125130064109,HYUNDAI-ELANTRA 2016
0.05672809049105495,HONDA-CROSSROAD
0.03672674789380056,AUDI-A4 S4
0.08278119021246602,BMW-M4
0.06251804115060584,HYUNDAI-VELOSTER REMIX
0.01777934414124123,NISSAN-RASHEEN
0.03672674789380056,AUDI-A4 B7
