Unnamed: 0,ID,Price,Levy,MakeModel,Prod_year,Category,Leather_interior,Fuel_type,Engine_volume,Turbo,Mileage,Cylinders,Gear_box_type,Drive_wheels,Doors,Wheel,Color,Airbags
17062,45730065,25889,528,0.053920484677608835,2014,Sedan,Yes,Petrol,1.6,,70835,4,Automatic,Front,4-5,Left wheel,Silver,4
17063,45814448,39829,919,0.06742187762226026,2012,Jeep,Yes,Petrol,3.0,Turbo,160000,6,Tiptronic,Front-Rear,4-5,Left wheel,White,12
17064,45791254,17876,0,0.1007622931561105,2013,Sedan,Yes,Hybrid,1.5,,93700,4,Automatic,Front,4-5,Left wheel,Grey,6
17065,45664417,14583,919,0.05886698217702145,2012,Jeep,Yes,Diesel,3.0,,229966,6,Automatic,Front-Rear,4-5,Left wheel,Black,0
17066,45816402,3136,831,0.04842533481019032,2011,Sedan,Yes,Petrol,2.4,,262690,4,Automatic,Front,4-5,Left wheel,Blue,12
17067,45792227,9000,474,0.03935380794146276,2013,Sedan,No,Petrol,1.4,,89000,4,Tiptronic,Front,4-5,Left wheel,Black,8
17068,45789665,6899,0,0.024863122209915083,2002,Sedan,Yes,Petrol,3.5,,153000,6,Variator,Rear,4-5,Right-hand drive,Black,2
17069,45810026,52959,1533,0.09776034639009164,2016,Sedan,Yes,Petrol,3.6,,77158,4,Automatic,Front,4-5,Left wheel,Black,4
17070,45797255,20610,966,0.06743443090658881,2009,Coupe,Yes,Petrol,2.0,,79482,4,Automatic,Front,4-5,Left wheel,Black,4
17071,45781934,15681,0,0.05251904809854664,1953,Hatchback,No,Petrol,1.0,,250000,4,Manual,Rear,4-5,Left wheel,Beige,0
17072,45816306,9408,917,0.05886698217702145,2013,Jeep,Yes,Diesel,3.0,,88829,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
17073,45798910,6899,0,0.023148256301815863,1995,Sedan,No,Petrol,1.8,,18000,4,Automatic,Rear,4-5,Left wheel,Silver,4
17074,45798734,7840,0,0.0397999530090961,2002,Sedan,Yes,Diesel,3.2,Turbo,0,8,Tiptronic,Rear,4-5,Left wheel,Blue,6
17075,45792357,39044,870,0.05250078877588695,2017,Sedan,Yes,Diesel,1.7,,30098,4,Automatic,Front,4-5,Left wheel,White,4
17076,45735206,23521,1018,0.08392444533950928,2011,Sedan,Yes,Petrol,3.0,,249600,6,Automatic,Rear,4-5,Left wheel,Grey,12
17077,45809322,549,562,0.03935380794146276,2015,Sedan,Yes,Petrol,1.4,,68235,4,Automatic,Front,4-5,Left wheel,Red,12
17078,45437919,170,0,0.04618148558386198,2006,Microbus,No,Diesel,2.4,,110000,4,Manual,Rear,2-3,Right-hand drive,White,0
17079,44592021,22200,879,0.03868311348303293,2019,Sedan,No,Petrol,1.6,,8200,4,Tiptronic,Front,4-5,Left wheel,Black,10
17080,45773754,251,607,0.04214745074346323,2019,Jeep,Yes,Hybrid,2.5,,56834,4,Automatic,Front,4-5,Left wheel,Black,12
17081,45661445,941,1850,0.030890813278286845,2008,Jeep,Yes,Hybrid,3.5,,364523,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
17082,45773902,2587,753,0.05250078877588695,2012,Sedan,Yes,Petrol,2.4,,125442,4,Automatic,Front,4-5,Left wheel,Grey,12
17083,45669452,18503,650,0.03668247574933709,2016,Sedan,No,Petrol,1.4,Turbo,79000,4,Tiptronic,Front,4-5,Left wheel,White,6
17084,45802652,28909,640,0.13339287752156545,2013,Jeep,Yes,Diesel,2.0,,235300,4,Automatic,Front,4-5,Left wheel,Silver,4
17085,45457799,94083,0,0.22784929345819488,2012,Jeep,Yes,Diesel,4.6,Turbo,195000,8,Tiptronic,Front-Rear,5,Left wheel,Black,12
17086,45810004,36802,697,0.1007622931561105,2015,Sedan,Yes,Petrol,1.8,,66753,4,Automatic,Front,4-5,Left wheel,Grey,4
17087,45812660,470,781,0.03935380794146276,2018,Goods wagon,Yes,Petrol,1.4,,87568,4,Automatic,Front,4-5,Left wheel,White,12
17088,45809538,27259,833,0.05947266136340751,2015,Jeep,Yes,Diesel,2.2,,50488,4,Automatic,Front,4-5,Left wheel,Silver,4
17089,45781319,21326,0,0.03832947336622697,2012,Sedan,Yes,Hybrid,1.8,,128000,4,Automatic,Front,4-5,Left wheel,Red,6
17090,45816304,9565,1304,0.05886698217702145,2013,Jeep,Yes,Petrol,4.4,,125538,8,Automatic,Front-Rear,4-5,Left wheel,Grey,12
17091,45652359,470,1018,0.04954694055650656,2011,Jeep,Yes,Diesel,3.0,,275862,6,Automatic,Front-Rear,4-5,Left wheel,Silver,12
17092,45788947,10976,0,0.03832947336622697,2007,Sedan,No,Hybrid,1.5,,297600,4,Automatic,Front,4-5,Left wheel,Grey,8
17093,45641756,5018,779,0.04214745074346323,2013,Sedan,Yes,Hybrid,2.5,,190549,4,Automatic,Front,4-5,Left wheel,Black,12
17094,45758221,16308,1811,0.07217420199375693,2010,Jeep,Yes,Petrol,4.6,,357246,8,Automatic,Front-Rear,4-5,Left wheel,Grey,0
17095,45802509,30351,770,0.10175880240324908,2016,Sedan,Yes,Diesel,1.7,,151511,4,Automatic,Front,4-5,Left wheel,White,4
17096,45804929,47201,930,0.10083888832947337,2018,Jeep,Yes,Diesel,1.7,,85610,4,Automatic,Front,4-5,Left wheel,White,4
17097,43805461,20,0,0.0371058973584399,2003,Hatchback,No,Petrol,1.3,,157000,4,Automatic,Front,4-5,Right-hand drive,Red,4
17098,45599118,9408,586,0.03146376665659719,2012,Hatchback,No,Petrol,1.8,,120000,4,Automatic,Front,4-5,Left wheel,Grey,4
17099,44855851,32302,1249,0.04214745074346323,2017,Sedan,Yes,Petrol,2.5,,48600,4,Tiptronic,Front,4-5,Left wheel,Black,12
17100,45802313,14113,0,0.04024549390796496,2006,Sedan,Yes,Petrol,2.0,,142431,4,Tiptronic,Rear,4-5,Left wheel,Black,6
17101,45775977,15681,0,0.03868311348303293,2016,Sedan,No,Petrol,1.6,,64163,4,Manual,Front,4-5,Left wheel,White,6
17102,45640035,9408,574,0.03472993656227973,2010,Goods wagon,No,Diesel,1.3,Turbo,224000,4,Manual,Front,4-5,Left wheel,White,4
17103,45816590,125,697,0.053920484677608835,2015,Sedan,Yes,Petrol,1.8,,68811,4,Automatic,Front,4-5,Left wheel,Black,12
17104,45802169,30784,777,0.10062276373644816,2014,Minivan,Yes,Diesel,2.5,,136711,4,Automatic,Front,4-5,Left wheel,Silver,4
17105,45759130,706,1646,0.08998298257980063,2015,Jeep,Yes,Petrol,4.6,,102907,8,Automatic,Front-Rear,4-5,Left wheel,Black,0
17106,45764850,15994,1172,0.03382885241499681,2011,Coupe,Yes,Diesel,3.5,,170429,6,Automatic,Rear,2-3,Left wheel,Silver,12
17107,45807629,3136,0,0.021792233074883365,1996,Hatchback,No,Petrol,1.6,,220000,1,Manual,Front,4-5,Left wheel,Black,0
17108,45771928,14113,586,0.03832947336622697,2012,Hatchback,Yes,Hybrid,1.8,,156446,4,Automatic,Front,4-5,Left wheel,Black,0
17109,45441631,10036,843,0.03832947336622697,2008,Hatchback,No,Hybrid,1.5,,132800,4,Variator,Front,4-5,Left wheel,Green,8
17110,45810488,26324,640,0.07134088544288927,2013,Jeep,Yes,Diesel,2.0,,132969,4,Automatic,Front,4-5,Left wheel,Grey,4
17111,45765352,16935,353,0.03082207229886215,2015,Hatchback,Yes,Hybrid,1.8,,94949,4,Automatic,Front,4-5,Left wheel,White,0
17112,45802161,30583,777,0.10062276373644816,2014,Minivan,Yes,Diesel,2.5,,120309,4,Automatic,Front,4-5,Left wheel,Black,4
17113,45705228,22580,777,0.04214745074346323,2014,Sedan,No,Petrol,2.5,,48000,6,Tiptronic,Front,4-5,Left wheel,Black,12
17114,45621717,8938,1399,0.03382885241499681,2010,Sedan,Yes,Diesel,3.5,,256914,6,Automatic,Front-Rear,4-5,Left wheel,Grey,12
17115,45801624,11604,586,0.03832947336622697,2012,Hatchback,Yes,Hybrid,1.8,,0,4,Variator,Front,4-5,Left wheel,Black,10
17116,45768732,29166,0,0.07847272849327024,2013,Sedan,Yes,Petrol,1.8,Turbo,57956,4,Tiptronic,Rear,4-5,Left wheel,Grey,8
17117,45781442,7213,7536,0.042753868358339206,2000,Jeep,Yes,CNG,3.2,,210000,6,Automatic,Front-Rear,4-5,Right-hand drive,Black,2
17118,45747329,23207,629,0.03697257745107911,2015,Jeep,Yes,Petrol,1.6,Turbo,74000,4,Tiptronic,Front-Rear,4-5,Left wheel,Silver,10
17119,45809529,16320,595,0.0371058973584399,2015,Hatchback,Yes,Petrol,1.5,,111774,4,Automatic,Front,4-5,Left wheel,Silver,4
17120,45681901,6272,0,0.0397999530090961,1999,Sedan,Yes,CNG,3.2,,205000,6,Automatic,Rear,4-5,Left wheel,Silver,6
17121,45766471,8781,333,0.030902493874400028,2014,Jeep,Yes,Hybrid,2.0,,270472,4,Automatic,Front-Rear,4-5,Left wheel,White,0
17122,45803418,9252,765,0.04842533481019032,2015,Sedan,Yes,LPG,2.0,,498815,4,Automatic,Front,4-5,Left wheel,Orange,4
17123,45156149,8500,1111,0.029102238780921694,2012,Hatchback,No,Petrol,1.3,,92000,4,Variator,Front-Rear,4-5,Right-hand drive,White,2
17124,45730584,46101,607,0.07789447185580504,2019,Jeep,Yes,Hybrid,2.5,,20955,4,Automatic,Front-Rear,4-5,Left wheel,White,12
17125,45656581,3293,761,0.03832947336622697,2010,Hatchback,Yes,Hybrid,1.8,,159382,4,Automatic,Front,4-5,Left wheel,White,12
17126,45638150,4077,640,0.0329742556976471,2013,Sedan,Yes,Hybrid,2.0,,320554,4,Automatic,Front,4-5,Left wheel,White,0
17127,45766881,8938,0,0.02410052696942235,2005,Hatchback,No,LPG,1.5,,158000,4,Variator,Front,4-5,Right-hand drive,White,2
17128,45801666,19121,531,0.053920484677608835,2012,Sedan,Yes,Petrol,1.6,,112243,4,Automatic,Front,4-5,Left wheel,White,4
17129,45802935,41221,891,0.13339287752156545,2016,Jeep,Yes,Diesel,2.0,,163401,4,Automatic,Front,4-5,Left wheel,Blue,4
17130,45641165,784,394,0.04214745074346323,2014,Sedan,Yes,Hybrid,2.5,,102397,4,Automatic,Front,4-5,Left wheel,Black,12
17131,45801449,39201,833,0.08165528815493572,2015,Microbus,No,Diesel,2.2,Turbo,280000,4,Manual,Rear,4-5,Left wheel,White,2
17132,44639961,9252,1267,0.056752055852045784,2013,Hatchback,No,Hybrid,1.5,,111000,4,Variator,Front,4-5,Right-hand drive,Silver,8
17133,45798006,24775,0,0.07217420199375693,2004,Jeep,Yes,Petrol,4.7,,200000,8,Automatic,Front-Rear,4-5,Left wheel,Sky blue,10
17134,45618126,392,1053,0.03382885241499681,2014,Sedan,Yes,Diesel,3.5,,29675,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
17135,45756977,862,2455,0.07217420199375693,2008,Jeep,Yes,Petrol,4.7,,263190,8,Automatic,Front-Rear,4-5,Left wheel,White,0
17136,42809584,12544,0,0.035136105796663646,2001,Sedan,No,Petrol,2.2,,115000,4,Automatic,Front,4-5,Right-hand drive,Black,4
17137,45772042,9408,0,0.03146376665659719,2005,Sedan,Yes,Petrol,3.5,,160000,6,Automatic,Front-Rear,4-5,Right-hand drive,Blue,7
17138,45809700,16383,502,0.056752055852045784,2013,Sedan,Yes,Petrol,1.5,,99600,4,Automatic,Front,4-5,Left wheel,Yellow,4
17139,45814846,314,862,0.04214745074346323,2011,Sedan,Yes,Petrol,2.5,,211810,4,Automatic,Front,4-5,Left wheel,Red,12
17140,45733341,9722,765,0.04842533481019032,2015,Sedan,Yes,LPG,2.0,,379354,4,Automatic,Front,4-5,Left wheel,Orange,4
17141,44949023,94083,1104,0.2247272849327023,2015,Jeep,Yes,Diesel,3.0,Turbo,95000,6,Tiptronic,Front-Rear,4-5,Left wheel,Black,12
17142,45759170,14113,0,0.056752055852045784,2012,Hatchback,No,Hybrid,1.5,,144000,4,Variator,Front,4-5,Right-hand drive,Silver,8
17143,45810377,18033,765,0.06163384016379687,2015,Sedan,Yes,Diesel,2.0,,33300,4,Automatic,Front,4-5,Left wheel,Black,4
17144,45766572,22800,781,0.04214745074346323,2012,Sedan,Yes,Hybrid,2.5,,98000,4,Automatic,Front,4-5,Left wheel,White,8
17145,45732574,57108,833,0.13339287752156545,2015,Jeep,Yes,Diesel,2.2,,94595,4,Automatic,Front,4-5,Left wheel,White,4
17146,45617608,18817,609,0.04214745074346323,2018,Sedan,Yes,Hybrid,2.5,,35058,4,Automatic,Front,4-5,Left wheel,White,12
17147,45813679,5018,502,0.1007622931561105,2013,Sedan,Yes,Hybrid,1.5,,118240,4,Automatic,Front,4-5,Left wheel,White,0
17148,45798276,7213,0,0.030205685899372337,2000,Sedan,Yes,Petrol,2.5,,190000,6,Tiptronic,Rear,4-5,Left wheel,Green,4
17149,45624028,12231,843,0.03832947336622697,2008,Sedan,No,Hybrid,1.5,,17000,4,Variator,Front,4-5,Left wheel,Red,8
17150,45793476,4234,0,0.017014063706239722,1985,Jeep,No,Petrol,2.4,,1500,4,Manual,Front-Rear,4-5,Left wheel,Beige,0
17151,45656058,13956,603,0.03571006612291478,2015,Jeep,Yes,Hybrid,3.5,,143619,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
17152,45771085,2430,900,0.017550263484711174,2015,Coupe,Yes,Petrol,2.4,,78475,4,Automatic,Front,2-3,Left wheel,Blue,12
17153,45815420,78403,0,0.2630450105729534,2012,Sedan,Yes,Petrol,4.4,Turbo,105000,8,Tiptronic,Rear,4-5,Left wheel,White,12
17154,45733037,15367,765,0.04842533481019032,2015,Sedan,Yes,LPG,2.0,,338110,4,Automatic,Front,4-5,Left wheel,Silver,4
17155,45677208,14740,761,0.03832947336622697,2010,Sedan,No,Hybrid,1.8,,138160,4,Automatic,Front,4-5,Left wheel,Black,8
17156,45664618,4077,753,0.04842533481019032,2012,Sedan,Yes,Hybrid,2.4,,259934,4,Automatic,Front,4-5,Left wheel,Red,0
17157,45813715,4861,761,0.03832947336622697,2010,Hatchback,Yes,Hybrid,1.8,,421546,4,Automatic,Front,4-5,Left wheel,Silver,12
17158,45774351,21012,0,0.024741449333736114,2008,Sedan,No,Diesel,2.2,Turbo,181000,4,Manual,Rear,4-5,Left wheel,Black,8
17159,45764153,627,836,0.0474385929580774,2012,Sedan,Yes,Petrol,2.7,,394069,4,Automatic,Rear,4-5,Left wheel,Black,12
17160,45811311,470,1018,0.05886698217702145,2011,Jeep,Yes,Diesel,3.0,,282280,6,Automatic,Front-Rear,4-5,Left wheel,White,12
17161,45760781,19130,1292,0.10932786224952169,2016,Jeep,Yes,Petrol,3.0,,49499,6,Automatic,Front-Rear,4-5,Left wheel,Silver,0
17162,45773674,11917,779,0.07789447185580504,2013,Jeep,Yes,Petrol,2.5,,110019,4,Automatic,Front,4-5,Left wheel,Grey,12
17163,45668308,17876,0,0.03832947336622697,2011,Sedan,No,Hybrid,1.8,,196000,4,Automatic,Front,4-5,Left wheel,Grey,1
17164,45804109,28830,707,0.10083888832947337,2011,Jeep,Yes,Diesel,2.0,,83662,4,Automatic,Front,4-5,Left wheel,Silver,4
17165,45715785,26657,777,0.04214745074346323,2014,Sedan,Yes,Petrol,2.5,,117526,4,Tiptronic,Front,4-5,Left wheel,Black,10
17166,45810508,17249,0,0.0545332460645118,2007,Sedan,No,Diesel,2.2,Turbo,0,4,Automatic,Rear,4-5,Left wheel,Black,0
17167,45788861,61154,0,0.130408418084785,2013,Coupe,Yes,Petrol,4.7,Turbo,136000,8,Tiptronic,Front,4-5,Left wheel,Black,16
17168,45810391,15872,531,0.07134088544288927,2012,Jeep,Yes,Diesel,1.6,,255677,4,Automatic,Front,4-5,Left wheel,Silver,4
17169,45776844,10000,0,0.054045749001443294,1999,Jeep,Yes,CNG,3.5,,0,6,Automatic,Front-Rear,4-5,Left wheel,Black,2
17170,45398739,7840,0,0.0371058973584399,2004,Hatchback,No,Petrol,1.3,,177000,4,Automatic,Front,4-5,Right-hand drive,Blue,8
17171,45557162,5900,1236,0.029102238780921694,2011,Hatchback,No,Petrol,1.3,,165000,4,Automatic,Front-Rear,4-5,Right-hand drive,Silver,4
17172,45794114,51118,1292,0.14462121974960562,2016,Sedan,Yes,Petrol,3.0,,46000,8,Tiptronic,Rear,2-3,Left wheel,Black,12
17173,45756802,24148,0,0.03832947336622697,2016,Sedan,No,Hybrid,1.8,,92000,4,Automatic,Front,4-5,Left wheel,White,12
17174,45760815,29793,0,0.06665548954452387,2001,Sedan,Yes,Diesel,2.2,Turbo,300000,4,Tiptronic,Rear,4-5,Left wheel,White,6
17175,45809265,19184,308,0.056752055852045784,2015,Hatchback,Yes,Hybrid,1.5,,97500,4,Automatic,Front,4-5,Left wheel,White,4
17176,45794094,9408,0,0.019891920921021714,2002,Minivan,No,Petrol,2.0,,11111,4,Automatic,Front,4-5,Right-hand drive,Black,4
17177,45641291,35124,1172,0.03382885241499681,2011,Sedan,Yes,Petrol,3.5,,129000,6,Tiptronic,Rear,4-5,Left wheel,Black,12
17178,45778944,12544,574,0.021415600980095997,2010,Hatchback,No,Hybrid,1.3,,111867,4,Automatic,Front,4-5,Left wheel,Silver,0
17179,45805079,17619,707,0.10083888832947337,2011,Jeep,Yes,Diesel,2.0,,185989,4,Automatic,Front,4-5,Left wheel,Silver,4
17180,45695995,26971,0,0.03832947336622697,2015,Hatchback,Yes,Plug-in Hybrid,1.8,,87000,4,Automatic,Front,4-5,Left wheel,Silver,12
17181,45797097,14454,583,0.053920484677608835,2011,Sedan,Yes,Petrol,1.6,,140000,4,Automatic,Front,4-5,Left wheel,Silver,4
17182,45808533,941,831,0.06397140267848152,2011,Jeep,Yes,Petrol,2.4,,0,4,Automatic,Front-Rear,4-5,Left wheel,Silver,12
17183,45771035,10349,0,0.042753868358339206,1997,Jeep,No,LPG,2.7,,219000,4,Automatic,Front-Rear,2-3,Right-hand drive,Blue,2
17184,45768528,125,1324,0.03523824388279126,2010,Sedan,Yes,Hybrid,3.3,,316912,6,Automatic,Front-Rear,4-5,Left wheel,Blue,12
17185,45571454,26030,0,0.07354133521296949,2008,Minivan,Yes,Diesel,2.2,Turbo,200000,6,Tiptronic,Rear,4-5,Left wheel,Golden,4
17186,44144465,7213,1141,0.04214745074346323,2009,Sedan,No,Hybrid,2.4,,127000,4,Automatic,Front,4-5,Left wheel,Silver,12
17187,45782204,30,843,0.03832947336622697,2008,Hatchback,Yes,Hybrid,1.5,,0,4,Automatic,Front,4-5,Left wheel,Black,2
17188,45764975,314,2410,0.03382885241499681,2010,Sedan,Yes,Diesel,6.2,,274771,8,Automatic,Rear,4-5,Left wheel,White,12
17189,45803061,10976,911,0.13339287752156545,2010,Jeep,Yes,Diesel,2.2,,91393,4,Automatic,Front,4-5,Left wheel,Silver,4
17190,45782597,12074,640,0.0329742556976471,2013,Sedan,Yes,Hybrid,2.0,,161000,4,Automatic,Front,4-5,Left wheel,Beige,10
17191,45729901,26770,730,0.053920484677608835,2016,Sedan,Yes,Petrol,1.6,,95184,4,Automatic,Front,4-5,Left wheel,Silver,4
17192,44076886,11604,0,0.035136105796663646,2003,Sedan,Yes,LPG,2.2,,110000,6,Automatic,Rear,4-5,Left wheel,Silver,2
17193,45811137,19444,394,0.06366515624475548,2014,Sedan,Yes,Hybrid,2.5,,113002,4,Automatic,Front,4-5,Left wheel,Black,0
17194,45816303,627,1104,0.05886698217702145,2015,Jeep,Yes,Petrol,3.0,,83466,6,Automatic,Front-Rear,4-5,Left wheel,White,12
17195,45786852,25402,640,0.0329742556976471,2013,Sedan,Yes,Hybrid,2.0,,135000,4,Variator,Front,4-5,Left wheel,White,12
17196,45472226,10976,0,0.03007776994596046,2005,Sedan,No,Petrol,2.0,,160000,4,Tiptronic,Front-Rear,4-5,Right-hand drive,White,8
17197,45801902,31581,880,0.053920484677608835,2018,Sedan,Yes,Petrol,1.6,,52000,4,Automatic,Front,4-5,Left wheel,Red,4
17198,45645788,1098,394,0.04214745074346323,2014,Sedan,Yes,Hybrid,2.5,,398069,4,Automatic,Front,4-5,Left wheel,Black,12
17199,38150576,11133,562,0.041593662940959286,2015,Hatchback,Yes,Petrol,1.4,,59763,4,Manual,Front,2-3,Left wheel,Blue,6
17200,45781937,15367,585,0.053920484677608835,2013,Sedan,No,Petrol,1.8,,91200,4,Tiptronic,Front,4-5,Left wheel,Silver,6
17201,45810831,1176,1077,0.053920484677608835,2019,Sedan,Yes,Petrol,2.0,,16013,4,Automatic,Front,4-5,Left wheel,Grey,12
17202,45787933,18189,0,0.03382885241499681,2007,Sedan,Yes,Petrol,3.5,,200000,6,Tiptronic,Rear,4-5,Left wheel,Silver,12
17203,45779788,12544,1017,0.04099003121538616,2017,Hatchback,No,Petrol,2.0,,68188,4,Automatic,Front,4-5,Left wheel,Red,12
17204,45815361,14113,0,0.056752055852045784,2013,Hatchback,No,Hybrid,1.5,,100000,4,Variator,Front,4-5,Right-hand drive,White,6
17205,45792420,12500,843,0.03832947336622697,2008,Hatchback,No,Hybrid,1.5,,155000,4,Automatic,Front,4-5,Left wheel,Silver,8
17206,45789616,2822,0,0.012336790521263383,1996,Goods wagon,No,CNG,1.8,,40000000,4,Manual,Front,4-5,Left wheel,Green,4
17207,45767645,7213,0,0.030205685899372337,1998,Sedan,No,CNG,2.5,,233000,6,Tiptronic,Rear,4-5,Left wheel,Blue,6
17208,45764912,12388,1399,0.03382885241499681,2010,Sedan,Yes,Diesel,3.5,,189530,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
17209,45769234,470,800,0.006179572382774477,2011,Jeep,Yes,Petrol,2.3,,184576,4,Automatic,Front-Rear,4-5,Left wheel,Black,12
17210,45769300,110,2225,0.08998298257980063,2017,Jeep,Yes,Petrol,4.6,,0,8,Automatic,Front-Rear,4-5,Left wheel,White,0
17211,45793450,18817,738,0.03668247574933709,2017,Sedan,No,Petrol,1.4,Turbo,99302,4,Manual,Front,4-5,Left wheel,White,6
17212,45797305,15612,583,0.053920484677608835,2011,Sedan,Yes,Petrol,1.6,,120000,4,Automatic,Front,4-5,Left wheel,Grey,4
17213,45740736,23521,584,0.07847272849327024,2014,Sedan,Yes,Petrol,1.8,Turbo,109000,4,Tiptronic,Rear,4-5,Left wheel,Blue,9
17214,45768951,706,1850,0.03382885241499681,2008,Sedan,Yes,Diesel,3.5,,122874,6,Automatic,Rear,4-5,Left wheel,Black,12
17215,45789591,25089,1091,0.0329742556976471,2016,Sedan,No,Petrol,2.5,,49000,4,Tiptronic,Front,4-5,Left wheel,White,12
17216,45804006,52856,930,0.10083888832947337,2018,Jeep,Yes,Diesel,1.7,,18137,4,Automatic,Front,4-5,Left wheel,Grey,4
17217,45768319,706,645,0.03832947336622697,2011,Jeep,Yes,Hybrid,1.8,,415150,4,Automatic,Front,4-5,Left wheel,Grey,12
17218,45776531,18189,0,0.053920484677608835,2011,Sedan,Yes,Petrol,1.8,,121600,4,Tiptronic,Front,4-5,Left wheel,Brown,4
17219,45795906,22580,0,0.0719917430268855,2012,Sedan,No,Plug-in Hybrid,1.8,,116000,4,Variator,Front,4-5,Left wheel,Silver,10
17220,45694925,8147,1236,0.02723122881213708,2011,Hatchback,No,Hybrid,1.3,,93000,4,Tiptronic,Front,4-5,Right-hand drive,White,4
17221,45652697,8781,431,0.0329742556976471,2016,Sedan,Yes,Hybrid,2.0,,194974,4,Automatic,Front,4-5,Left wheel,Black,0
17222,45656445,25716,915,0.05886698217702145,2014,Jeep,Yes,Diesel,3.0,,141384,6,Automatic,Front-Rear,4-5,Left wheel,Blue,0
17223,45650333,549,1058,0.03523824388279126,2012,Jeep,Yes,Hybrid,3.5,,0,6,Automatic,Front-Rear,4-5,Left wheel,Grey,12
17224,45008500,14426,843,0.03832947336622697,2008,Hatchback,Yes,Hybrid,1.5,,64000,4,Variator,Front,4-5,Left wheel,Carnelian red,12
17225,45815152,3920,1099,0.012985533514583963,2010,Jeep,Yes,Petrol,2.7,,176437,4,Automatic,Front-Rear,4-5,Left wheel,White,12
17226,45792202,20071,890,0.05250078877588695,2016,Sedan,Yes,Petrol,2.0,,31460,4,Automatic,Front,4-5,Left wheel,Black,4
17227,45771112,7840,0,0.02020394052294163,2000,Sedan,No,Petrol,2.0,,310000,6,Manual,Rear,4-5,Left wheel,Silver,4
17228,44913767,2000,0,0.025908501997113417,1998,Sedan,Yes,Petrol,2.8,,200000,6,Manual,Front,4-5,Left wheel,White,6
17229,45772772,12388,1399,0.03382885241499681,2010,Sedan,Yes,Diesel,3.5,,189530,6,Automatic,Front-Rear,4-5,Left wheel,Black,12
17230,45730885,13796,836,0.06743443090658881,2010,Coupe,Yes,Petrol,2.0,,170000,4,Automatic,Front,4-5,Left wheel,Black,4
17231,45776685,16621,0,0.03832947336622697,2010,Sedan,No,Hybrid,1.8,,170000,4,Variator,Front,4-5,Left wheel,Black,12
17232,45648838,251,607,0.04214745074346323,2019,Sedan,Yes,Hybrid,2.5,,39552,4,Automatic,Front,4-5,Left wheel,Black,12
17233,45729614,28532,528,0.053920484677608835,2014,Sedan,Yes,Diesel,1.6,,70561,4,Automatic,Front,4-5,Left wheel,White,4
17234,45636184,3607,530,0.03697257745107911,2013,Jeep,Yes,Petrol,1.6,,129128,4,Automatic,Front-Rear,4-5,Left wheel,White,0
17235,45813731,3920,645,0.03832947336622697,2011,Hatchback,Yes,Hybrid,1.8,,326325,4,Automatic,Front,4-5,Left wheel,Silver,0
17236,45812328,1960,751,0.05947266136340751,2013,Jeep,Yes,Petrol,2.4,,132429,4,Automatic,Front,4-5,Left wheel,Silver,12
17237,45772929,56136,1017,0.043979961735978255,2017,Sedan,Yes,Petrol,2.0,,50963,4,Automatic,Rear,4-5,Left wheel,Black,12
17238,45794836,11917,0,0.046229248481186855,2011,Sedan,No,Petrol,1.8,Turbo,167000,4,Manual,Front,4-5,Left wheel,Silver,10
17239,45810037,51802,1533,0.09776034639009164,2016,Sedan,Yes,Petrol,3.6,,61635,4,Automatic,Front,4-5,Left wheel,Black,4
17240,45810506,13630,531,0.07134088544288927,2012,Jeep,Yes,Diesel,1.6,,69774,4,Automatic,Front,4-5,Left wheel,White,4
17241,45019690,17876,0,0.06170187627966301,2006,Sedan,Yes,Petrol,3.0,,233000,6,Tiptronic,Rear,4-5,Left wheel,Silver,0
17242,45653126,1803,574,0.021415600980095997,2010,Hatchback,Yes,Hybrid,1.3,,187312,4,Automatic,Front,4-5,Left wheel,Blue,0
17243,45792612,14740,0,0.03832947336622697,2007,Sedan,Yes,Petrol,1.5,,214400,4,Automatic,Front,4-5,Left wheel,Grey,8
17244,42268788,14426,0,0.029102238780921694,2011,Hatchback,No,Petrol,1.0,,95000,3,Automatic,Front,4-5,Left wheel,White,6
17245,45696867,16308,0,0.0329742556976471,2010,Sedan,Yes,Hybrid,2.5,,140300,4,Automatic,Front,4-5,Left wheel,Sky blue,8
17246,45642570,392,810,0.053920484677608835,2016,Sedan,Yes,Petrol,1.8,,148210,4,Automatic,Front,4-5,Left wheel,White,12
17247,45457251,17249,0,0.03382885241499681,2006,Sedan,Yes,LPG,3.5,,132000,6,Tiptronic,Rear,4-5,Left wheel,White,8
17248,45767073,12544,530,0.031074212063236333,2013,Sedan,No,Petrol,1.6,,137000,4,Automatic,Front,4-5,Left wheel,Black,4
17249,45755861,8075,781,0.03668247574933709,2012,Sedan,Yes,Petrol,2.5,,164800,4,Tiptronic,Front,4-5,Left wheel,Grey,12
17250,44922270,16935,382,0.05851777263115497,2014,Sedan,Yes,Hybrid,2.4,,73825,4,Automatic,Front,4-5,Left wheel,Black,8
17251,45521440,21639,0,0.05748518108280469,2014,Universal,No,Hybrid,1.8,,179021,4,Automatic,Front,4-5,Left wheel,White,8
